product_key,Category,Category_Group,Unit_Price,price_tier
403,computers_accessories,Electronics,149.86,High
404,bed_bath_table,Home & Living,179.99,High
405,bed_bath_table,Home & Living,540.0,High
406,computers_accessories,Electronics,132.97,High
407,sports_leisure,Sports & Leisure,74.5,Medium
408,food,Other,49.49,Medium
409,auto,Auto & Industrial,222.9,High
410,small_appliances,Other,99.9,Medium
411,pet_shop,Other,83.9,Medium
412,auto,Auto & Industrial,136.0,High
413,auto,Auto & Industrial,29.29,Medium
414,musical_instruments,Other,65.9,Medium
415,computers_accessories,Electronics,309.0,High
416,bed_bath_table,Home & Living,115.9,High
417,perfumery,Other,18.89,Low
418,home_construction,Other,84.58,Medium
419,furniture_decor,Home & Living,169.99,High
420,baby,Other,74.99,Medium
421,computers_accessories,Electronics,21.9,Medium
422,health_beauty,Health & Beauty,549.9,High
423,garden_tools,Home & Living,19.9,Low
424,auto,Auto & Industrial,272.99,High
425,costruction_tools_tools,Other,72.2,Medium
426,auto,Auto & Industrial,9.9,Low
427,market_place,Other,58.0,Medium
428,garden_tools,Home & Living,13.99,Low
429,sports_leisure,Sports & Leisure,63.8,Medium
430,bed_bath_table,Home & Living,834.56,High
431,bed_bath_table,Home & Living,42.9,Medium
432,sports_leisure,Sports & Leisure,623.0,High
433,auto,Auto & Industrial,192.45,High
434,housewares,Home & Living,9.99,Low
435,sports_leisure,Sports & Leisure,329.85,High
436,costruction_tools_garden,Other,198.0,High
437,stationery,Other,46.2,Medium
438,housewares,Home & Living,249.0,High
439,perfumery,Other,27.39,Medium
440,stationery,Other,229.9,High
441,food,Other,46.9,Medium
442,small_appliances,Other,38.0,Medium
443,computers_accessories,Electronics,1011.86,High
444,electronics,Electronics,23.9,Medium
445,auto,Auto & Industrial,209.99,High
446,home_appliances,Other,89.19,Medium
447,auto,Auto & Industrial,101.62,High
448,audio,Other,68.99,Medium
449,cool_stuff,Other,469.99,High
450,small_appliances,Other,255.0,High
451,cool_stuff,Other,129.8,High
452,cool_stuff,Other,427.0,High
453,musical_instruments,Other,670.0,High
454,agro_industry_and_commerce,Other,269.9,High
455,industry_commerce_and_business,Other,117.0,High
456,bed_bath_table,Home & Living,66.23333333333333,Medium
457,housewares,Home & Living,43.6,Medium
458,books_general_interest,Books & Media,40.0,Medium
459,sports_leisure,Sports & Leisure,57.5,Medium
460,cool_stuff,Other,13.0,Low
461,garden_tools,Home & Living,2029.0,High
462,baby,Other,90.0,Medium
463,watches_gifts,Fashion & Accessories,540.0,High
464,sports_leisure,Sports & Leisure,394.99,High
465,health_beauty,Health & Beauty,149.49,High
466,food_drink,Food & Drink,59.0,Medium
467,furniture_decor,Home & Living,389.0,High
468,christmas_supplies,Other,16.56,Low
469,garden_tools,Home & Living,18.24,Low
470,sports_leisure,Sports & Leisure,40.0,Medium
471,bed_bath_table,Home & Living,144.5,High
472,office_furniture,Other,194.97,High
473,furniture_decor,Home & Living,207.33,High
474,sports_leisure,Sports & Leisure,40.33,Medium
475,luggage_accessories,Other,129.99,High
476,perfumery,Other,130.2,High
477,toys,Toys & Games,19.99,Low
478,cool_stuff,Other,138.6,High
479,sports_leisure,Sports & Leisure,94.0,Medium
480,flowers,Other,21.6,Medium
481,costruction_tools_tools,Other,9.88,Low
482,auto,Auto & Industrial,118.8,High
483,computers_accessories,Electronics,34.95,Medium
484,cine_photo,Other,84.9,Medium
485,fashion_shoes,Fashion & Accessories,69.9,Medium
486,Uncategorized,Other,33.2,Medium
487,Uncategorized,Other,29.4,Medium
488,perfumery,Other,168.9,High
489,perfumery,Other,63.0,Medium
490,garden_tools,Home & Living,61.9,Medium
491,baby,Other,300.0,High
492,fashion_bags_accessories,Fashion & Accessories,259.9,High
493,fashio_female_clothing,Other,47.0,Medium
494,pet_shop,Other,96.0,Medium
495,telephony,Electronics,59.91,Medium
496,books_technical,Books & Media,29.95,Medium
497,garden_tools,Home & Living,129.9,High
498,bed_bath_table,Home & Living,104.49000000000001,High
499,perfumery,Other,78.94500000000001,Medium
500,drinks,Food & Drink,223.0,High
501,telephony,Electronics,109.9,High
502,air_conditioning,Other,169.9,High
503,housewares,Home & Living,24.98,Medium
504,bed_bath_table,Home & Living,586.6666666666666,High
505,toys,Toys & Games,210.0,High
506,luggage_accessories,Other,58.9,Medium
507,perfumery,Other,117.6,High
508,housewares,Home & Living,8.49,Low
509,toys,Toys & Games,200.0,High
510,consoles_games,Electronics,55.9,Medium
511,housewares,Home & Living,798.0,High
512,computers_accessories,Electronics,275.0,High
513,housewares,Home & Living,110.0,High
514,auto,Auto & Industrial,377.0,High
515,toys,Toys & Games,93.55,Medium
516,housewares,Home & Living,17.099999999999998,Low
517,art,Other,79.9,Medium
518,health_beauty,Health & Beauty,155.29,High
519,housewares,Home & Living,33.8,Medium
520,cool_stuff,Other,969.0,High
521,small_appliances,Other,998.0,High
522,home_appliances_2,Other,1129.99,High
523,health_beauty,Health & Beauty,15.0,Low
524,sports_leisure,Sports & Leisure,14.0,Low
525,auto,Auto & Industrial,1500.0,High
526,perfumery,Other,265.0,High
527,luggage_accessories,Other,29.9,Medium
528,fashion_bags_accessories,Fashion & Accessories,28.99,Medium
529,furniture_decor,Home & Living,199.88,High
530,toys,Toys & Games,275.0,High
531,health_beauty,Health & Beauty,206.9,High
532,construction_tools_construction,Other,57.7,Medium
533,furniture_decor,Home & Living,149.89,High
534,baby,Other,9.99,Low
535,perfumery,Other,171.57,High
536,fashion_male_clothing,Fashion & Accessories,38.5,Medium
537,health_beauty,Health & Beauty,68.99,Medium
538,housewares,Home & Living,90.0,Medium
539,home_appliances,Other,30.45,Medium
540,furniture_decor,Home & Living,95.90000000000002,Medium
541,toys,Toys & Games,129.98,High
542,housewares,Home & Living,6.9,Low
543,bed_bath_table,Home & Living,18.74,Low
544,construction_tools_construction,Other,155.0,High
545,health_beauty,Health & Beauty,43.0,Medium
546,auto,Auto & Industrial,48.3,Medium
547,auto,Auto & Industrial,87.9,Medium
548,computers_accessories,Electronics,175.99,High
549,furniture_decor,Home & Living,158.0,High
550,electronics,Electronics,59.95,Medium
551,garden_tools,Home & Living,52.99,Medium
552,electronics,Electronics,129.0,High
553,bed_bath_table,Home & Living,152.61,High
554,telephony,Electronics,40.0,Medium
555,watches_gifts,Fashion & Accessories,294.9,High
556,furniture_decor,Home & Living,279.99,High
557,toys,Toys & Games,338.0,High
558,consoles_games,Electronics,53.04,Medium
559,stationery,Other,125.9,High
560,health_beauty,Health & Beauty,36.94,Medium
561,sports_leisure,Sports & Leisure,218.0,High
562,luggage_accessories,Other,489.99,High
563,Uncategorized,Other,144.0,High
564,baby,Other,25.33,Medium
565,electronics,Electronics,147.01,High
566,cool_stuff,Other,1099.0,High
567,home_appliances_2,Other,206.9,High
568,sports_leisure,Sports & Leisure,21.05,Medium
569,bed_bath_table,Home & Living,38.95,Medium
570,garden_tools,Home & Living,33.89,Medium
571,perfumery,Other,209.0,High
572,construction_tools_construction,Other,78.0,Medium
573,electronics,Electronics,204.9,High
574,arts_and_craftmanship,Other,126.49,High
575,electronics,Electronics,266.0,High
576,Uncategorized,Other,13.99,Low
577,bed_bath_table,Home & Living,1094.04,High
578,christmas_supplies,Other,9.56,Low
579,agro_industry_and_commerce,Other,44.3,Medium
580,cool_stuff,Other,34.99,Medium
581,health_beauty,Health & Beauty,165.7,High
582,computers_accessories,Electronics,83.9,Medium
583,Uncategorized,Other,127.9,High
584,consoles_games,Electronics,373.4,High
585,watches_gifts,Fashion & Accessories,208.0,High
586,auto,Auto & Industrial,52.9,Medium
587,pet_shop,Other,125.8,High
588,home_appliances_2,Other,2070.0,High
589,fashion_bags_accessories,Fashion & Accessories,52.400000000000006,Medium
590,watches_gifts,Fashion & Accessories,798.9,High
591,health_beauty,Health & Beauty,112.49,High
592,home_appliances_2,Other,189.8,High
593,construction_tools_lights,Other,297.0,High
594,computers,Other,6729.0,High
595,auto,Auto & Industrial,34.99,Medium
596,furniture_decor,Home & Living,45.2,Medium
597,stationery,Other,58.5,Medium
598,books_general_interest,Books & Media,32.49,Medium
599,baby,Other,57.66,Medium
600,watches_gifts,Fashion & Accessories,117.87,High
601,home_appliances,Other,14.96,Low
602,health_beauty,Health & Beauty,28.0,Medium
603,furniture_decor,Home & Living,247.0,High
604,consoles_games,Electronics,90.0,Medium
605,small_appliances,Other,98.0,Medium
606,garden_tools,Home & Living,131.75,High
607,health_beauty,Health & Beauty,388.0,High
608,costruction_tools_garden,Other,98.9,Medium
609,furniture_decor,Home & Living,26.134999999999998,Medium
610,telephony,Electronics,139.0,High
611,housewares,Home & Living,119.99,High
612,sports_leisure,Sports & Leisure,32.49,Medium
613,sports_leisure,Sports & Leisure,155.9,High
614,consoles_games,Electronics,109.99,High
615,bed_bath_table,Home & Living,208.23333333333335,High
616,perfumery,Other,49.0,Medium
617,furniture_decor,Home & Living,50.1,Medium
618,bed_bath_table,Home & Living,91.95,Medium
619,fixed_telephony,Other,27.9,Medium
620,housewares,Home & Living,224.1,High
621,sports_leisure,Sports & Leisure,427.9,High
622,construction_tools_construction,Other,155.6,High
623,toys,Toys & Games,24.0,Medium
624,furniture_bedroom,Other,99.9,Medium
625,home_appliances_2,Other,149.0,High
626,toys,Toys & Games,179.8,High
627,consoles_games,Electronics,309.9,High
628,home_appliances,Other,52.5,Medium
629,computers_accessories,Electronics,200.0,High
630,sports_leisure,Sports & Leisure,240.0,High
631,baby,Other,55.9,Medium
632,garden_tools,Home & Living,269.0,High
633,housewares,Home & Living,109.99,High
634,construction_tools_lights,Other,399.5,High
635,furniture_decor,Home & Living,159.8,High
636,audio,Other,149.0,High
637,air_conditioning,Other,299.99,High
638,toys,Toys & Games,499.0,High
639,auto,Auto & Industrial,17.9,Low
640,furniture_living_room,Other,29.0,Medium
641,bed_bath_table,Home & Living,75.49,Medium
642,consoles_games,Electronics,16.9,Low
643,baby,Other,119.0,High
644,bed_bath_table,Home & Living,7.900000000000001,Low
645,furniture_decor,Home & Living,189.99,High
646,construction_tools_construction,Other,16.5,Low
647,cool_stuff,Other,93.9,Medium
648,perfumery,Other,242.5,High
649,electronics,Electronics,52.5,Medium
650,health_beauty,Health & Beauty,730.0,High
651,furniture_decor,Home & Living,345.62,High
652,home_confort,Other,109.9,High
653,furniture_bedroom,Other,179.9,High
654,baby,Other,31.89,Medium
655,home_appliances,Other,53.55,Medium
656,sports_leisure,Sports & Leisure,27.9,Medium
657,food_drink,Food & Drink,124.99,High
658,construction_tools_construction,Other,54.99,Medium
659,consoles_games,Electronics,339.0,High
660,home_construction,Other,195.0,High
661,audio,Other,173.0,High
662,construction_tools_lights,Other,60.0,Medium
663,consoles_games,Electronics,1004.99,High
664,air_conditioning,Other,189.9,High
665,home_appliances_2,Other,16.99,Low
666,health_beauty,Health & Beauty,8.9,Low
667,auto,Auto & Industrial,194.0,High
668,computers_accessories,Electronics,320.91,High
669,auto,Auto & Industrial,83.41,Medium
670,garden_tools,Home & Living,140.995,High
671,fashio_female_clothing,Other,129.9,High
672,auto,Auto & Industrial,334.99,High
673,furniture_decor,Home & Living,55.7,Medium
674,sports_leisure,Sports & Leisure,82.76,Medium
675,toys,Toys & Games,21.9,Medium
